LME,LME_NUM,YEAR,MONTH,MEAN
SOUTHEAST_AUSTRALIAN_SHELF,42,2006,03,0.2543
SOUTHEAST_AUSTRALIAN_SHELF,42,2006,04,0.2663
SOUTHEAST_AUSTRALIAN_SHELF,42,2006,05,0.2405
SOUTHEAST_AUSTRALIAN_SHELF,42,2006,06,0.2362
SOUTHEAST_AUSTRALIAN_SHELF,42,2006,07,0.2148
SOUTHEAST_AUSTRALIAN_SHELF,42,2006,08,0.2320
SOUTHEAST_AUSTRALIAN_SHELF,42,2006,09,0.2538
SOUTHEAST_AUSTRALIAN_SHELF,42,2006,10,0.2887
SOUTHEAST_AUSTRALIAN_SHELF,42,2006,11,0.3359
SOUTHEAST_AUSTRALIAN_SHELF,42,2006,12,0.3582
SOUTHEAST_AUSTRALIAN_SHELF,42,2007,01,0.3014
SOUTHEAST_AUSTRALIAN_SHELF,42,2007,02,0.3217
SOUTHEAST_AUSTRALIAN_SHELF,42,2007,03,0.3082
SOUTHEAST_AUSTRALIAN_SHELF,42,2007,04,0.3152
SOUTHEAST_AUSTRALIAN_SHELF,42,2007,05,0.2980
SOUTHEAST_AUSTRALIAN_SHELF,42,2007,06,0.2480
SOUTHEAST_AUSTRALIAN_SHELF,42,2007,07,0.2312
SOUTHEAST_AUSTRALIAN_SHELF,42,2007,08,0.2358
SOUTHEAST_AUSTRALIAN_SHELF,42,2007,09,0.2831
SOUTHEAST_AUSTRALIAN_SHELF,42,2007,10,0.2758
SOUTHEAST_AUSTRALIAN_SHELF,42,2007,11,0.3535
SOUTHEAST_AUSTRALIAN_SHELF,42,2007,12,0.2804
SOUTHEAST_AUSTRALIAN_SHELF,42,2008,01,0.2344
SOUTHEAST_AUSTRALIAN_SHELF,42,2008,02,0.2553
SOUTHEAST_AUSTRALIAN_SHELF,42,2008,03,0.2721
SOUTHEAST_AUSTRALIAN_SHELF,42,2008,04,0.2922
SOUTHEAST_AUSTRALIAN_SHELF,42,2008,05,0.2679
SOUTHEAST_AUSTRALIAN_SHELF,42,2008,06,0.2680
SOUTHEAST_AUSTRALIAN_SHELF,42,2008,07,0.2151
SOUTHEAST_AUSTRALIAN_SHELF,42,2008,08,0.1940
SOUTHEAST_AUSTRALIAN_SHELF,42,2008,09,0.2393
SOUTHEAST_AUSTRALIAN_SHELF,42,2008,10,0.3167
SOUTHEAST_AUSTRALIAN_SHELF,42,2008,11,0.3504
SOUTHEAST_AUSTRALIAN_SHELF,42,2008,12,0.3347
SOUTHEAST_AUSTRALIAN_SHELF,42,2009,01,0.2949
SOUTHEAST_AUSTRALIAN_SHELF,42,2009,02,0.3167
SOUTHEAST_AUSTRALIAN_SHELF,42,2009,03,0.3476
SOUTHEAST_AUSTRALIAN_SHELF,42,2009,04,0.2937
SOUTHEAST_AUSTRALIAN_SHELF,42,2009,05,0.2697
SOUTHEAST_AUSTRALIAN_SHELF,42,2009,06,0.2911
SOUTHEAST_AUSTRALIAN_SHELF,42,2009,07,0.2203
SOUTHEAST_AUSTRALIAN_SHELF,42,2009,08,0.2160
SOUTHEAST_AUSTRALIAN_SHELF,42,2009,09,0.2396
SOUTHEAST_AUSTRALIAN_SHELF,42,2009,10,0.2990
SOUTHEAST_AUSTRALIAN_SHELF,42,2009,11,0.3016
SOUTHEAST_AUSTRALIAN_SHELF,42,2009,12,0.2878
SOUTHEAST_AUSTRALIAN_SHELF,42,2010,01,0.2539
SOUTHEAST_AUSTRALIAN_SHELF,42,2010,02,0.2734
SOUTHEAST_AUSTRALIAN_SHELF,42,2010,03,0.2615
SOUTHEAST_AUSTRALIAN_SHELF,42,2010,04,0.2640
SOUTHEAST_AUSTRALIAN_SHELF,42,2010,05,0.2842
